1gpu-128thread,1gpu-256thread,1gpu-64thread,8gpu-128thread,8gpu-256thread,8gpu-64thread,nodes
0.903710126877,0.893793582916,0.899128437042,1.13088488579,1.14239192009,5.3958363533,10
0.911434412003,0.902226924896,0.89933848381,1.10758113861,1.1195704937,1.12337470055,20
0.887522220612,0.898640871048,0.891182422638,1.11846661568,1.11825346947,1.12967538834,30
0.891837835312,0.898158550262,0.900398492813,1.12290906906,1.11800432205,1.11420536041,40
0.905528783798,0.900936365128,0.908461809158,1.13542699814,1.12927293777,1.12280797958,50
0.901751041412,0.911026716232,0.915767908096,1.1338019371,1.13912606239,1.13927936554,60
0.90987443924,0.90137052536,0.907463788986,1.12246251106,1.14488458633,1.12487435341,70
0.932367324829,0.909189224243,0.923486709595,1.14007139206,1.13996100426,1.13154959679,80
0.927854061127,0.920011281967,0.928995609283,1.13501858711,1.15132260323,1.14953446388,90
0.928014039993,0.917779684067,0.930947065353,1.15976572037,1.15001797676,1.14625573158,100
1.09209084511,1.09449625015,1.13335824013,1.32150697708,1.31212472916,1.37739229202,500
1.4398291111,1.42698740959,1.56455135345,1.68856024742,1.63605260849,1.77743887901,1000
3.802308321,3.72440886497,4.30353522301,4.04946327209,4.04873967171,4.65261173248,5000
8.36809587479,8.29927873611,9.43942737579,8.59618997574,8.577064991,9.83224654198,10000
